Entry	Protein names	Gene names	Length	Entry name
P42566	Epidermal growth factor receptor substrate 15 (Protein Eps15) (Protein AF-1p)	EPS15 AF1P	896	EPS15_HUMAN
Q9UJM3	ERBB receptor feedback inhibitor 1 (Mitogen-inducible gene 6 protein) (MIG-6)	ERRFI1 MIG6	462	ERRFI_HUMAN
Q13480	GRB2-associated-binding protein 1 (GRB2-associated binder 1) (Growth factor receptor bound protein 2-associated protein 1)	GAB1	694	GAB1_HUMAN
Q14449	Growth factor receptor-bound protein 14 (GRB14 adapter protein)	GRB14	540	GRB14_HUMAN
P15941	Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]	MUC1 PUM	1255	MUC1_HUMAN
O00750	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta (PI3K-C2-beta) (PtdIns-3-kinase C2 subunit beta) (EC 2.7.1.154) (C2-PI3K) (Phosphoinositide 3-kinase-C2-beta)	PIK3C2B	1634	P3C2B_HUMAN
P17706	Tyrosine-protein phosphatase non-receptor type 2 (EC 3.1.3.48) (T-cell protein-tyrosine phosphatase) (TCPTP)	PTPN2 PTPT	415	PTN2_HUMAN
Q13596	Sorting nexin-1	SNX1	522	SNX1_HUMAN
P01135	Protransforming growth factor alpha [Cleaved into: Transforming growth factor alpha (TGF-alpha) (EGF-like TGF) (ETGF) (TGF type 1)]	TGFA	160	TGFA_HUMAN
Q9GZT9	Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2) (SM-20)	EGLN1 C1orf12 PNAS-118 PNAS-137	426	EGLN1_HUMAN
Q9UNL4	Inhibitor of growth protein 4 (p29ING4)	ING4 My036	249	ING4_HUMAN
Q96KS0	Prolyl hydroxylase EGLN2 (EC 1.14.11.-) (Egl nine homolog 2) (EC 1.14.11.29) (Estrogen-induced tag 6) (EIT-6) (HPH-3) (Hypoxia-inducible factor prolyl hydroxylase 1) (HIF-PH1) (HIF-prolyl hydroxylase 1) (HPH-1) (Prolyl hydroxylase domain-containing protein 1) (PHD1)	EGLN2 EIT6	407	EGLN2_HUMAN
P17813	Endoglin (CD antigen CD105)	ENG END	658	EGLN_HUMAN
Q5JR98	Tctex1 domain-containing protein 4 (Protein N22.1) (Tctex-2-beta)	TCTEX1D4	221	TC1D4_HUMAN
Q13506	NGFI-A-binding protein 1 (EGR-1-binding protein 1) (Transcriptional regulatory protein p54)	NAB1	487	NAB1_HUMAN
P11161	E3 SUMO-protein ligase EGR2 (EC 2.3.2.-) (AT591) (E3 SUMO-protein transferase ERG2) (Early growth response protein 2) (EGR-2) (Zinc finger protein Krox-20)	EGR2 KROX20	476	EGR2_HUMAN
P13686	Tartrate-resistant acid phosphatase type 5 (TR-AP) (EC 3.1.3.2) (Tartrate-resistant acid ATPase) (TrATPase) (Type 5 acid phosphatase)	ACP5	325	PPA5_HUMAN
Q9H4M9	EH domain-containing protein 1 (PAST homolog 1) (hPAST1) (Testilin)	EHD1 PAST PAST1 CDABP0131	534	EHD1_HUMAN
Q9NZN3	EH domain-containing protein 3 (PAST homolog 3)	EHD3 EHD2 PAST3	535	EHD3_HUMAN
Q96GT9	X antigen family member 2 (XAGE-2) (Cancer/testis antigen 12.2) (CT12.2) (G antigen family D member 3)	XAGE2 GAGED3 XAGE2B	111	XAGE2_HUMAN
P84243	Histone H3.3	H3-3A H3.3A H3F3 H3F3A PP781; H3-3B H3.3B H3F3B	136	H33_HUMAN
Q5JSZ5	Protein PRRC2B (HLA-B-associated transcript 2-like 1) (Proline-rich coiled-coil protein 2B)	PRRC2B BAT2L BAT2L1 KIAA0515	2229	PRC2B_HUMAN
Q13144	Translation initiation factor eIF-2B subunit epsilon (eIF-2B GDP-GTP exchange factor subunit epsilon)	EIF2B5 EIF2BE	721	EI2BE_HUMAN
Q9NR50	Translation initiation factor eIF-2B subunit gamma (eIF-2B GDP-GTP exchange factor subunit gamma)	EIF2B3	452	EI2BG_HUMAN
Q92973	Transportin-1 (Importin beta-2) (Karyopherin beta-2) (M9 region interaction protein) (MIP)	TNPO1 KPNB2 MIP1 TRN	898	TNPO1_HUMAN
O00303	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)	EIF3F EIF3S5	357	EIF3F_HUMAN
Q9HC44	Vasculin-like protein 1 (GC-rich promoter-binding protein 1-like 1)	GPBP1L1 SP192	474	GPBL1_HUMAN
O15372	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit)	EIF3H EIF3S3	352	EIF3H_HUMAN
P46781	40S ribosomal protein S9 (Small ribosomal subunit protein uS4)	RPS9	194	RS9_HUMAN
O60936	Nucleolar protein 3 (Apoptosis repressor with CARD) (Muscle-enriched cytoplasmic protein) (Myp) (Nucleolar protein of 30 kDa) (Nop30)	NOL3 ARC NOP	208	NOL3_HUMAN
Q9UNI1	Chymotrypsin-like elastase family member 1 (EC 3.4.21.36) (Elastase-1) (Pancreatic elastase 1)	CELA1 ELA1	258	CELA1_HUMAN
P19957	Elafin (Elastase-specific inhibitor) (ESI) (Peptidase inhibitor 3) (PI-3) (Protease inhibitor WAP3) (Skin-derived antileukoproteinase) (SKALP) (WAP four-disulfide core domain protein 14)	PI3 WAP3 WFDC14	117	ELAF_HUMAN
Q14576	ELAV-like protein 3 (Hu-antigen C) (HuC) (Paraneoplastic cerebellar degeneration-associated antigen) (Paraneoplastic limbic encephalitis antigen 21)	ELAVL3 HUC PLE21	367	ELAV3_HUMAN
Q12926	ELAV-like protein 2 (ELAV-like neuronal protein 1) (Hu-antigen B) (HuB) (Nervous system-specific RNA-binding protein Hel-N1)	ELAVL2 HUB	359	ELAV2_HUMAN
Q12986	Transcriptional repressor NF-X1 (EC 2.3.2.-) (Nuclear transcription factor, X box-binding protein 1)	NFX1 NFX2	1120	NFX1_HUMAN
P32519	ETS-related transcription factor Elf-1 (E74-like factor 1)	ELF1	619	ELF1_HUMAN
Q15723	ETS-related transcription factor Elf-2 (E74-like factor 2) (New ETS-related factor)	ELF2 NERF	593	ELF2_HUMAN
P78545	ETS-related transcription factor Elf-3 (E74-like factor 3) (Epithelial-restricted with serine box) (Epithelium-restricted Ets protein ESX) (Epithelium-specific Ets transcription factor 1) (ESE-1)	ELF3 ERT ESX JEN	371	ELF3_HUMAN
Q9UKW6	ETS-related transcription factor Elf-5 (E74-like factor 5) (Epithelium-restricted ESE-1-related Ets factor) (Epithelium-specific Ets transcription factor 2) (ESE-2)	ELF5 ESE2	265	ELF5_HUMAN
P62244	40S ribosomal protein S15a (Small ribosomal subunit protein uS8)	RPS15A OK/SW-cl.82	130	RS15A_HUMAN
P28324	ETS domain-containing protein Elk-4 (Serum response factor accessory protein 1) (SAP-1) (SRF accessory protein 1)	ELK4 SAP1	431	ELK4_HUMAN
Q9HB65	RNA polymerase II elongation factor ELL3	ELL3	397	ELL3_HUMAN
Q6NS36	Ferritin (Fragment)	FTH1	232	Q6NS36_HUMAN
P55199	RNA polymerase II elongation factor ELL (Eleven-nineteen lysine-rich leukemia protein)	ELL C19orf17	621	ELL_HUMAN
Q8N336	ELMO domain-containing protein 1	ELMOD1	334	ELMD1_HUMAN
Q9NWX6	Probable tRNA(His) guanylyltransferase (EC 2.7.7.79) (Interphase cytoplasmic foci protein 45) (tRNA-histidine guanylyltransferase)	THG1L ICF45	298	THG1_HUMAN
P84095	Rho-related GTP-binding protein RhoG	RHOG ARHG	191	RHOG_HUMAN
Q96JJ3	Engulfment and cell motility protein 2 (Protein ced-12 homolog A) (hCed-12A)	ELMO2 CED12A KIAA1834	720	ELMO2_HUMAN
Q14241	Elongin-A (EloA) (Elongin 110 kDa subunit) (RNA polymerase II transcription factor SIII subunit A1) (SIII p110) (Transcription elongation factor B polypeptide 3)	ELOA TCEB3 MSTP059	798	ELOA1_HUMAN
Q9NX45	Spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 2	SOHLH2 TEB1	425	SOLH2_HUMAN
Q8NG57	Elongin-A3 (EloA3) (Elongin-A3, pseudogene) (RNA polymerase II transcription factor SIII subunit A3) (Transcription elongation factor B polypeptide 3C)	ELOA3P ELOA3 TCEB3C TCEB3L2	546	ELOA3_HUMAN
Q49AR2	UPF0489 protein C5orf22	C5orf22	442	CE022_HUMAN
Q6IA86	Elongator complex protein 2 (ELP2) (SHINC-2) (STAT3-interacting protein 1) (StIP1)	ELP2 STATIP1	826	ELP2_HUMAN
P04921	Glycophorin-C (Glycoconnectin) (Glycophorin-D) (GPD) (Glycoprotein beta) (PAS-2') (Sialoglycoprotein D) (CD antigen CD236)	GYPC GLPC GPC	128	GLPC_HUMAN
O00423	Echinoderm microtubule-associated protein-like 1 (EMAP-1) (HuEMAP-1)	EML1 EMAP1 EMAPL EMAPL1	815	EMAL1_HUMAN
Q9ULK0	Glutamate receptor ionotropic, delta-1 (GluD1) (GluR delta-1 subunit)	GRID1 KIAA1220	1009	GRID1_HUMAN
Q9H9L3	Interferon-stimulated 20 kDa exonuclease-like 2 (EC 3.1.-.-)	ISG20L2 HSD-38 HSD38	353	I20L2_HUMAN
Q969F0	Fetal and adult testis-expressed transcript protein (Cancer/testis antigen 43) (CT43) (Tumor antigen BJ-HCC-2)	FATE1 FATE	183	FATE1_HUMAN
Q96MU7	YTH domain-containing protein 1 (Splicing factor YT521) (YT521-B)	YTHDC1 KIAA1966 YT521	727	YTDC1_HUMAN
Q96AY2	Crossover junction endonuclease EME1 (EC 3.1.22.-) (MMS4 homolog) (hMMS4)	EME1 MMS4	570	EME1_HUMAN
Q96NY9	Crossover junction endonuclease MUS81 (EC 3.1.22.-)	MUS81	551	MUS81_HUMAN
Q9NT22	EMILIN-3 (EMILIN-5) (Elastin microfibril interface-located protein 3) (Elastin microfibril interfacer 3) (Elastin microfibril interface-located protein 5) (Elastin microfibril interfacer 5)	EMILIN3 C20orf130 EMILIN5	766	EMIL3_HUMAN
Q9NX18	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	SDHAF2 C11orf79 PGL2 SDH5	166	SDHF2_HUMAN
Q96A84	EMI domain-containing protein 1 (Emilin and multimerin domain-containing protein 1) (Emu1)	EMID1 EMU1	441	EMID1_HUMAN
Q96QG7	Myotubularin-related protein 9 (Inactive phosphatidylinositol 3-phosphatase 9)	MTMR9 C8orf9 MTMR8	549	MTMR9_HUMAN
Q53EW4	Myotubularin-related protein 9 variant (Fragment)		549	Q53EW4_HUMAN
Q9BXX0	EMILIN-2 (Elastin microfibril interface-located protein 2) (Elastin microfibril interfacer 2) (Protein FOAP-10)	EMILIN2	1053	EMIL2_HUMAN
P54852	Epithelial membrane protein 3 (EMP-3) (Hematopoietic neural membrane protein 1) (HNMP-1) (Protein YMP)	EMP3 YMP	163	EMP3_HUMAN
Q7Z589	BRCA2-interacting transcriptional repressor EMSY	EMSY C11orf30 GL002	1322	EMSY_HUMAN
Q04743	Homeobox protein EMX2 (Empty spiracles homolog 2) (Empty spiracles-like protein 2)	EMX2	252	EMX2_HUMAN
P0DI81	Trafficking protein particle complex subunit 2 (Sedlin)	TRAPPC2 SEDL	140	TPC2A_HUMAN
P0DI82	Trafficking protein particle complex subunit 2B (MBP-1-interacting protein 2A) (MIP-2A)	TRAPPC2B SEDLP1 TRAPPC2.19 TRAPPC2P1	140	TPC2B_HUMAN
P19367	Hexokinase-1 (EC 2.7.1.1) (Brain form hexokinase) (Hexokinase type I) (HK I) (Hexokinase-A)	HK1	917	HXK1_HUMAN
Q9UHF5	Interleukin-17B (IL-17B) (Cytokine Zcyto7) (Interleukin-20) (IL-20) (Neuronal interleukin-17-related factor)	IL17B IL20 NIRF ZCYTO7 UNQ516/PRO1031	180	IL17B_HUMAN
Q9BTE0	N-acetyltransferase 9 (EC 2.3.1.-) (Embryo brain-specific protein)	NAT9 EBS	207	NAT9_HUMAN
Q6ICS0	Annexin (Fragment)	ANXA11	505	Q6ICS0_HUMAN
Q8NAS7	Complex I-20kD (EC 7.1.1.2) (NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial) (NADH-ubiquinone oxidoreductase 20 kDa subunit)		213	Q8NAS7_HUMAN
P27816	Microtubule-associated protein 4 (MAP-4)	MAP4	1152	MAP4_HUMAN
Q9UMP7	G4 protein	G4	312	Q9UMP7_HUMAN
Q6IA17	Single Ig IL-1-related receptor (Single Ig IL-1R-related molecule) (Single immunoglobulin domain-containing IL1R-related protein) (Toll/interleukin-1 receptor 8) (TIR8)	SIGIRR UNQ301/PRO342	410	SIGIR_HUMAN
O00762	Ubiquitin-conjugating enzyme E2 C (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme C) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme C) (UbcH10) (Ubiquitin carrier protein C) (Ubiquitin-protein ligase C)	UBE2C UBCH10	179	UBE2C_HUMAN
Q16206	Ecto-NOX disulfide-thiol exchanger 2 (APK1 antigen) (Cytosolic ovarian carcinoma antigen 1) (Tumor-associated hydroquinone oxidase) (tNOX) [Includes: Hydroquinone [NADH] oxidase (EC 1.-.-.-); Protein disulfide-thiol oxidoreductase (EC 1.-.-.-)]	ENOX2 COVA1	610	ENOX2_HUMAN
P15907	Beta-galactoside alpha-2,6-sialyltransferase 1 (Alpha 2,6-ST 1) (EC 2.4.99.1) (B-cell antigen CD75) (CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 1) (ST6Gal I) (ST6GalI) (Sialyltransferase 1)	ST6GAL1 SIAT1	406	SIAT1_HUMAN
P01266	Thyroglobulin (Tg)	TG	2768	THYG_HUMAN
Q9Y5L3	Ectonucleoside triphosphate diphosphohydrolase 2 (NTPDase 2) (EC 3.6.1.-) (CD39 antigen-like 1) (Ecto-ATP diphosphohydrolase 2) (Ecto-ATPDase 2) (Ecto-ATPase 2)	ENTPD2 CD39L1	495	ENTP2_HUMAN
O15400	Syntaxin-7	STX7	261	STX7_HUMAN
P52594	Arf-GAP domain and FG repeat-containing protein 1 (HIV-1 Rev-binding protein) (Nucleoporin-like protein RIP) (Rev-interacting protein) (Rev/Rex activation domain-binding protein)	AGFG1 HRB RAB RIP	562	AGFG1_HUMAN
Q8WXE9	Stonin-2 (Stoned B)	STON2 STN2 STNB	905	STON2_HUMAN
Q9UBC2	Epidermal growth factor receptor substrate 15-like 1 (Eps15-related protein) (Eps15R)	EPS15L1 EPS15R	864	EP15R_HUMAN
P43268	ETS translocation variant 4 (Adenovirus E1A enhancer-binding protein) (E1A-F) (Polyomavirus enhancer activator 3 homolog) (Protein PEA3)	ETV4 E1AF PEA3	484	ETV4_HUMAN
P43694	Transcription factor GATA-4 (GATA-binding factor 4)	GATA4	442	GATA4_HUMAN
P09629	Homeobox protein Hox-B7 (Homeobox protein HHO.C1) (Homeobox protein Hox-2C)	HOXB7 HOX2C	217	HXB7_HUMAN
Q9UK53	Inhibitor of growth protein 1	ING1	422	ING1_HUMAN
Q9H160	Inhibitor of growth protein 2 (Inhibitor of growth 1-like protein) (ING1Lp) (p32) (p33ING2)	ING2 ING1L	280	ING2_HUMAN
P17931	Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen)	LGALS3 MAC2	250	LEG3_HUMAN
O75444	Transcription factor Maf (Proto-oncogene c-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog)	MAF	373	MAF_HUMAN
Q92585	Mastermind-like protein 1 (Mam-1)	MAML1 KIAA0200	1016	MAML1_HUMAN
Q14814	Myocyte-specific enhancer factor 2D	MEF2D	521	MEF2D_HUMAN
O75030	Microphthalmia-associated transcription factor (Class E basic helix-loop-helix protein 32) (bHLHe32)	MITF BHLHE32	526	MITF_HUMAN
P10242	Transcriptional activator Myb (Proto-oncogene c-Myb)	MYB	640	MYB_HUMAN
Q13562	Neurogenic differentiation factor 1 (NeuroD) (NeuroD1) (Class A basic helix-loop-helix protein 3) (bHLHa3)	NEUROD1 BHLHA3 NEUROD	356	NDF1_HUMAN
Q8NHV4	Protein NEDD1 (Neural precursor cell expressed developmentally down-regulated protein 1) (NEDD-1)	NEDD1	660	NEDD1_HUMAN
Q969S2	Endonuclease 8-like 2 (EC 3.2.2.-) (EC 4.2.99.18) (DNA glycosylase/AP lyase Neil2) (DNA-(apurinic or apyrimidinic site) lyase Neil2) (Endonuclease VIII-like 2) (Nei homolog 2) (NEH2) (Nei-like protein 2)	NEIL2	332	NEIL2_HUMAN
P20265	POU domain, class 3, transcription factor 2 (Brain-specific homeobox/POU domain protein 2) (Brain-2) (Brn-2) (Nervous system-specific octamer-binding transcription factor N-Oct-3) (Octamer-binding protein 7) (Oct-7) (Octamer-binding transcription factor 7) (OTF-7)	POU3F2 BRN2 OCT7 OTF7	443	PO3F2_HUMAN
Q8N9B5	Junction-mediating and -regulatory protein	JMY	988	JMY_HUMAN
Q01826	DNA-binding protein SATB1 (Special AT-rich sequence-binding protein 1)	SATB1	763	SATB1_HUMAN
Q9H4L4	Sentrin-specific protease 3 (EC 3.4.22.-) (SUMO-1-specific protease 3) (Sentrin/SUMO-specific protease SENP3)	SENP3 SSP3 SUSP3	574	SENP3_HUMAN
Q96EB6	NAD-dependent protein deacetylase sirtuin-1 (hSIRT1) (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-1) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 1) (SIR2-like protein 1) (hSIR2) [Cleaved into: SirtT1 75 kDa fragment (75SirT1)]	SIRT1 SIR2L1	747	SIR1_HUMAN
Q13105	Zinc finger and BTB domain-containing protein 17 (Myc-interacting zinc finger protein 1) (Miz-1) (Zinc finger protein 151) (Zinc finger protein 60)	ZBTB17 MIZ1 ZNF151 ZNF60	803	ZBT17_HUMAN
Q9UQR1	Zinc finger protein 148 (Transcription factor ZBP-89) (Zinc finger DNA-binding protein 89)	ZNF148 ZBP89	794	ZN148_HUMAN
P36508	Zinc finger protein 76 (Zinc finger protein 523)	ZNF76 D6S229E ZNF523	570	ZNF76_HUMAN
Q96L91	E1A-binding protein p400 (EC 3.6.4.-) (CAG repeat protein 32) (Domino homolog) (hDomino) (Trinucleotide repeat-containing gene 12 protein) (p400 kDa SWI2/SNF2-related protein)	EP400 CAGH32 KIAA1498 KIAA1818 TNRC12	3159	EP400_HUMAN
O60343	TBC1 domain family member 4 (Akt substrate of 160 kDa) (AS160)	TBC1D4 AS160 KIAA0603	1298	TBCD4_HUMAN
P16452	Protein 4.2 (P4.2) (Erythrocyte membrane protein band 4.2) (Erythrocyte protein 4.2)	EPB42 E42P	691	EPB42_HUMAN
P58062	Serine protease inhibitor Kazal-type 7 (Esophagus cancer-related gene 2 protein) (ECRG-2)	SPINK7 ECG2 UNQ745/PRO1474	85	ISK7_HUMAN
Q9H2F5	Enhancer of polycomb homolog 1	EPC1	836	EPC1_HUMAN
Q52LR7	Enhancer of polycomb homolog 2 (EPC-like)	EPC2	807	EPC2_HUMAN
P22455	Fibroblast growth factor receptor 4 (FGFR-4) (EC 2.7.10.1) (CD antigen CD334)	FGFR4 JTK2 TKF	802	FGFR4_HUMAN
P29322	Ephrin type-A receptor 8 (EC 2.7.10.1) (EPH- and ELK-related kinase) (EPH-like kinase 3) (EK3) (hEK3) (Tyrosine-protein kinase receptor EEK)	EPHA8 EEK HEK3 KIAA1459	1005	EPHA8_HUMAN
Q15283	Ras GTPase-activating protein 2 (GTPase-activating protein 1m) (GAP1m)	RASA2 GAP1M RASGAP	850	RASA2_HUMAN
P34925	Tyrosine-protein kinase RYK (EC 2.7.10.1)	RYK JTK5A	607	RYK_HUMAN
P68363	Tubulin alpha-1B chain (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain]	TUBA1B	451	TBA1B_HUMAN
Q9H201	Epsin-3 (EPS-15-interacting protein 3)	EPN3	632	EPN3_HUMAN
Q14677	Clathrin interactor 1 (Clathrin-interacting protein localized in the trans-Golgi region) (Clint) (Enthoprotin) (Epsin-4) (Epsin-related protein) (EpsinR)	CLINT1 ENTH EPN4 EPNR KIAA0171	625	EPN4_HUMAN
P01588	Erythropoietin (Epoetin)	EPO	193	EPO_HUMAN
Q13588	GRB2-related adapter protein	GRAP	217	GRAP_HUMAN
Q92835	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 (EC 3.1.3.86) (Inositol polyphosphate-5-phosphatase D) (EC 3.1.3.56) (Inositol polyphosphate-5-phosphatase of 145 kDa) (SIP-145) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (SH2 domain-containing inositol 5'-phosphatase 1) (SH2 domain-containing inositol phosphatase 1) (SHIP-1) (p150Ship) (hp51CN)	INPP5D SHIP SHIP1	1189	SHIP1_HUMAN
P21583	Kit ligand (Mast cell growth factor) (MGF) (Stem cell factor) (SCF) (c-Kit ligand) [Cleaved into: Soluble KIT ligand (sKITLG)]	KITLG MGF SCF	273	SCF_HUMAN
Q13155	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)	AIMP2 JTV1 PRO0992	320	AIMP2_HUMAN
Q9UKN7	Unconventional myosin-XV (Unconventional myosin-15)	MYO15A MYO15	3530	MYO15_HUMAN
Q7Z382	Uncharacterized protein DKFZp686N18198	DKFZp686N18198	190	Q7Z382_HUMAN
Q9P1R8	HDCMB07P (Fragment)		176	Q9P1R8_HUMAN
O15482	Testis-specific protein TEX28	TEX28 CXorf2; TEX28P1; TEX28P2	410	TEX28_HUMAN
Q92738	USP6 N-terminal-like protein (Related to the N-terminus of tre) (RN-tre)	USP6NL KIAA0019	828	US6NL_HUMAN
P35240	Merlin (Moesin-ezrin-radixin-like protein) (Neurofibromin-2) (Schwannomerlin) (Schwannomin)	NF2 SCH	595	MERL_HUMAN
Q99102	Mucin-4 (MUC-4) (Ascites sialoglycoprotein) (ASGP) (Pancreatic adenocarcinoma mucin) (Testis mucin) (Tracheobronchial mucin) [Cleaved into: Mucin-4 alpha chain (Ascites sialoglycoprotein 1) (ASGP-1); Mucin-4 beta chain (Ascites sialoglycoprotein 2) (ASGP-2)]	MUC4	2169	MUC4_HUMAN
Q02297	Pro-neuregulin-1, membrane-bound isoform (Pro-NRG1) [Cleaved into: Neuregulin-1 (Acetylcholine receptor-inducing activity) (ARIA) (Breast cancer cell differentiation factor p45) (Glial growth factor) (Heregulin) (HRG) (Neu differentiation factor) (Sensory and motor neuron-derived factor)]	NRG1 GGF HGL HRGA NDF SMDF	640	NRG1_HUMAN
P15309	Prostatic acid phosphatase (PAP) (EC 3.1.3.2) (5'-nucleotidase) (5'-NT) (EC 3.1.3.5) (Acid phosphatase 3) (Ecto-5'-nucleotidase) (Thiamine monophosphatase) (TMPase) [Cleaved into: PAPf39]	ACP3 ACPP	386	PPAP_HUMAN
O15083	ERC protein 2	ERC2 KIAA0378	957	ERC2_HUMAN
O75334	Liprin-alpha-2 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-2) (PTPRF-interacting protein alpha-2)	PPFIA2	1257	LIPA2_HUMAN
O75145	Liprin-alpha-3 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-3) (PTPRF-interacting protein alpha-3)	PPFIA3 KIAA0654	1194	LIPA3_HUMAN
Q92889	DNA repair endonuclease XPF (EC 3.1.-.-) (DNA excision repair protein ERCC-4) (DNA repair protein complementing XP-F cells) (Xeroderma pigmentosum group F-complementing protein)	ERCC4 ERCC11 XPF	916	XPF_HUMAN
P43351	DNA repair protein RAD52 homolog	RAD52	418	RAD52_HUMAN
P23025	DNA repair protein complementing XP-A cells (Xeroderma pigmentosum group A-complementing protein)	XPA XPAC	273	XPA_HUMAN
P18074	General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 3.6.4.12) (Basic transcription factor 2 80 kDa subunit) (BTF2 p80) (CXPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (TFIIH basal transcription factor complex 80 kDa subunit) (TFIIH 80 kDa subunit) (TFIIH p80) (Xeroderma pigmentosum group D-complementing protein)	ERCC2 XPD XPDC	760	ERCC2_HUMAN
Q13888	General transcription factor IIH subunit 2 (Basic transcription factor 2 44 kDa subunit) (BTF2 p44) (General transcription factor IIH polypeptide 2) (TFIIH basal transcription factor complex p44 subunit)	GTF2H2 BTF2P44	395	TF2H2_HUMAN
P28715	DNA repair protein complementing XP-G cells (EC 3.1.-.-) (DNA excision repair protein ERCC-5) (Xeroderma pigmentosum group G-complementing protein)	ERCC5 ERCM2 XPG XPGC	1186	ERCC5_HUMAN
Q03468	DNA excision repair protein ERCC-6 (EC 3.6.4.-) (ATP-dependent helicase ERCC6) (Cockayne syndrome protein CSB)	ERCC6 CSB	1493	ERCC6_HUMAN
O14949	Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C)	UQCRQ	82	QCR8_HUMAN
Q14145	Kelch-like ECH-associated protein 1 (Cytosolic inhibitor of Nrf2) (INrf2) (Kelch-like protein 19)	KEAP1 INRF2 KIAA0132 KLHL19	624	KEAP1_HUMAN
Q8IYD1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B (Eukaryotic peptide chain release factor subunit 3b) (eRF3b) (G1 to S phase transition protein 2 homolog)	GSPT2 ERF3B	628	ERF3B_HUMAN
P50548	ETS domain-containing transcription factor ERF (Ets2 repressor factor) (PE-2)	ERF	548	ERF_HUMAN
O14980	Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog)	XPO1 CRM1	1071	XPO1_HUMAN
Q15800	Methylsterol monooxygenase 1 (EC 1.14.18.9) (C-4 methylsterol oxidase) (Sterol-C4-methyl oxidase)	MSMO1 DESP4 ERG25 SC4MOL	293	MSMO1_HUMAN
P28328	Peroxisome biogenesis factor 2 (35 kDa peroxisomal membrane protein) (Peroxin-2) (Peroxisomal membrane protein 3) (Peroxisome assembly factor 1) (PAF-1) (RING finger protein 72)	PEX2 PAF1 PMP3 PMP35 PXMP3 RNF72	305	PEX2_HUMAN
