Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P35226	BMI1_HUMAN	reviewed	Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4) (RING finger protein 51)	BMI1 PCGF4 RNF51	Homo sapiens (Human)	326
Q9BYE7	PCGF6_HUMAN	reviewed	Polycomb group RING finger protein 6 (Mel18 and Bmi1-like RING finger) (RING finger protein 134)	PCGF6 MBLR RNF134	Homo sapiens (Human)	350
Q15154	PCM1_HUMAN	reviewed	Pericentriolar material 1 protein (PCM-1) (hPCM-1)	PCM1	Homo sapiens (Human)	2024
P12004	PCNA_HUMAN	reviewed	Proliferating cell nuclear antigen (PCNA) (Cyclin)	PCNA	Homo sapiens (Human)	261
Q8WW12	PCNP_HUMAN	reviewed	PEST proteolytic signal-containing nuclear protein (PCNP) (PEST-containing nuclear protein)	PCNP	Homo sapiens (Human)	178
O95613	PCNT_HUMAN	reviewed	Pericentrin (Kendrin) (Pericentrin-B)	PCNT KIAA0402 PCNT2	Homo sapiens (Human)	3336
Q96RN5	MED15_HUMAN	reviewed	Mediator of RNA polymerase II transcription subunit 15 (Activator-recruited cofactor 105 kDa component) (ARC105) (CTG repeat protein 7a) (Mediator complex subunit 15) (Positive cofactor 2 glutamine/Q-rich-associated protein) (PC2 glutamine/Q-rich-associated protein) (TPA-inducible gene 1 protein) (TIG-1) (Trinucleotide repeat-containing gene 7 protein)	MED15 ARC105 CTG7A PCQAP TIG1 TNRC7	Homo sapiens (Human)	788
P29122	PCSK6_HUMAN	reviewed	Proprotein convertase subtilisin/kexin type 6 (EC 3.4.21.-) (Paired basic amino acid cleaving enzyme 4) (Subtilisin-like proprotein convertase 4) (SPC4) (Subtilisin/kexin-like protease PACE4)	PCSK6 PACE4	Homo sapiens (Human)	969
Q16549	PCSK7_HUMAN	reviewed	Proprotein convertase subtilisin/kexin type 7 (EC 3.4.21.-) (Lymphoma proprotein convertase) (Prohormone convertase 7) (Proprotein convertase 7) (PC7) (Proprotein convertase 8) (PC8) (hPC8) (Subtilisin/kexin-like protease PC7)	PCSK7 LPC PC7 PC8 SPC7	Homo sapiens (Human)	785
Q00536	CDK16_HUMAN	reviewed	Cyclin-dependent kinase 16 (EC 2.7.11.22) (Cell division protein kinase 16) (PCTAIRE-motif protein kinase 1) (Serine/threonine-protein kinase PCTAIRE-1)	CDK16 PCTAIRE1 PCTK1	Homo sapiens (Human)	496
Q00537	CDK17_HUMAN	reviewed	Cyclin-dependent kinase 17 (EC 2.7.11.22) (Cell division protein kinase 17) (PCTAIRE-motif protein kinase 2) (Serine/threonine-protein kinase PCTAIRE-2)	CDK17 PCTAIRE2 PCTK2	Homo sapiens (Human)	523
Q07002	CDK18_HUMAN	reviewed	Cyclin-dependent kinase 18 (EC 2.7.11.22) (Cell division protein kinase 18) (PCTAIRE-motif protein kinase 3) (Serine/threonine-protein kinase PCTAIRE-3)	CDK18 PCTAIRE3 PCTK3	Homo sapiens (Human)	474
P49585	PCY1A_HUMAN	reviewed	Choline-phosphate cytidylyltransferase A (EC 2.7.7.15) (CCT-alpha) (CTP:phosphocholine cytidylyltransferase A) (CCT A) (CT A) (Phosphorylcholine transferase A)	PCYT1A CTPCT PCYT1	Homo sapiens (Human)	367
Q99447	PCY2_HUMAN	reviewed	Ethanolamine-phosphate cytidylyltransferase (EC 2.7.7.14) (CTP:phosphoethanolamine cytidylyltransferase) (Phosphorylethanolamine transferase)	PCYT2	Homo sapiens (Human)	389
Q9BUL8	PDC10_HUMAN	reviewed	Programmed cell death protein 10 (Cerebral cavernous malformations 3 protein) (TF-1 cell apoptosis-related protein 15)	PDCD10 CCM3 TFAR15	Homo sapiens (Human)	212
Q8WUM4	PDC6I_HUMAN	reviewed	Programmed cell death 6-interacting protein (PDCD6-interacting protein) (ALG-2-interacting protein 1) (ALG-2-interacting protein X) (Hp95)	PDCD6IP AIP1 ALIX KIAA1375	Homo sapiens (Human)	868
Q16342	PDCD2_HUMAN	reviewed	Programmed cell death protein 2 (Zinc finger MYND domain-containing protein 7) (Zinc finger protein Rp-8)	PDCD2 RP8 ZMYND7	Homo sapiens (Human)	344
O14737	PDCD5_HUMAN	reviewed	Programmed cell death protein 5 (TF-1 cell apoptosis-related protein 19) (Protein TFAR19)	PDCD5 TFAR19	Homo sapiens (Human)	125
O75340	PDCD6_HUMAN	reviewed	Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2)	PDCD6 ALG2	Homo sapiens (Human)	191
Q8N8D1	PDCD7_HUMAN	reviewed	Programmed cell death protein 7 (ES18) (hES18)	PDCD7	Homo sapiens (Human)	485
O95831	AIFM1_HUMAN	reviewed	Apoptosis-inducing factor 1, mitochondrial (EC 1.6.99.-) (Programmed cell death protein 8)	AIFM1 AIF PDCD8	Homo sapiens (Human)	613
Q13370	PDE3B_HUMAN	reviewed	cGMP-inhibited 3',5'-cyclic phosphodiesterase B (EC 3.1.4.17) (CGIPDE1) (CGIP1) (Cyclic GMP-inhibited phosphodiesterase B) (CGI-PDE B)	PDE3B	Homo sapiens (Human)	1112
P27815	PDE4A_HUMAN	reviewed	cAMP-specific 3',5'-cyclic phosphodiesterase 4A (EC 3.1.4.53) (DPDE2) (PDE46)	PDE4A DPDE2	Homo sapiens (Human)	886
Q07343	PDE4B_HUMAN	reviewed	cAMP-specific 3',5'-cyclic phosphodiesterase 4B (EC 3.1.4.53) (DPDE4) (PDE32)	PDE4B DPDE4	Homo sapiens (Human)	736
P35913	PDE6B_HUMAN	reviewed	Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta (GMP-PDE beta) (EC 3.1.4.35)	PDE6B PDEB	Homo sapiens (Human)	854
O43924	PDE6D_HUMAN	reviewed	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta (GMP-PDE delta) (Protein p17)	PDE6D PDED	Homo sapiens (Human)	150
O76083	PDE9A_HUMAN	reviewed	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A (EC 3.1.4.35)	PDE9A	Homo sapiens (Human)	593
P04085	PDGFA_HUMAN	reviewed	Platelet-derived growth factor subunit A (PDGF subunit A) (PDGF-1) (Platelet-derived growth factor A chain) (Platelet-derived growth factor alpha polypeptide)	PDGFA PDGF1	Homo sapiens (Human)	211
P01127	PDGFB_HUMAN	reviewed	Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide) (Proto-oncogene c-Sis) (Becaplermin)	PDGFB PDGF2 SIS	Homo sapiens (Human)	241
P07237	PDIA1_HUMAN	reviewed	Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55)	P4HB ERBA2L PDI PDIA1 PO4DB	Homo sapiens (Human)	508
Q13087	PDIA2_HUMAN	reviewed	Protein disulfide-isomerase A2 (EC 5.3.4.1) (Pancreas-specific protein disulfide isomerase) (PDIp)	PDIA2 PDIP	Homo sapiens (Human)	525
P30101	PDIA3_HUMAN	reviewed	Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Endoplasmic reticulum resident protein 60) (ER protein 60) (ERp60)	PDIA3 ERP57 ERP60 GRP58	Homo sapiens (Human)	505
P13667	PDIA4_HUMAN	reviewed	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 70) (ER protein 70) (ERp70) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	PDIA4 ERP70 ERP72	Homo sapiens (Human)	645
Q14554	PDIA5_HUMAN	reviewed	Protein disulfide-isomerase A5 (EC 5.3.4.1) (Protein disulfide isomerase-related protein)	PDIA5 PDIR	Homo sapiens (Human)	519
Q15084	PDIA6_HUMAN	reviewed	Protein disulfide-isomerase A6 (EC 5.3.4.1) (Endoplasmic reticulum protein 5) (ER protein 5) (ERp5) (Protein disulfide isomerase P5) (Thioredoxin domain-containing protein 7)	PDIA6 ERP5 P5 TXNDC7	Homo sapiens (Human)	440
Q9BY77	PDIP3_HUMAN	reviewed	Polymerase delta-interacting protein 3 (46 kDa DNA polymerase delta interaction protein) (p46) (S6K1 Aly/REF-like target) (SKAR)	POLDIP3 KIAA1649 PDIP46	Homo sapiens (Human)	421
Q15118	PDK1_HUMAN	reviewed	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 1) (PDH kinase 1)	PDK1 PDHK1	Homo sapiens (Human)	436
Q15119	PDK2_HUMAN	reviewed	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 2) (PDH kinase 2) (PDKII)	PDK2 PDHK2	Homo sapiens (Human)	407
O00151	PDLI1_HUMAN	reviewed	PDZ and LIM domain protein 1 (C-terminal LIM domain protein 1) (Elfin) (LIM domain protein CLP-36)	PDLIM1 CLIM1 CLP36	Homo sapiens (Human)	329
P50479	PDLI4_HUMAN	reviewed	PDZ and LIM domain protein 4 (LIM protein RIL) (Reversion-induced LIM protein)	PDLIM4 RIL	Homo sapiens (Human)	330
Q9NR12	PDLI7_HUMAN	reviewed	PDZ and LIM domain protein 7 (LIM mineralization protein) (LMP) (Protein enigma)	PDLIM7 ENIGMA	Homo sapiens (Human)	457
Q9P0J1	PDP1_HUMAN	reviewed	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (PDP 1) (EC 3.1.3.43) (Protein phosphatase 2C) (Pyruvate dehydrogenase phosphatase catalytic subunit 1) (PDPC 1)	PDP1 PDP PPM2C	Homo sapiens (Human)	537
Q86YL7	PDPN_HUMAN	reviewed	Podoplanin (Aggrus) (Glycoprotein 36) (Gp36) (PA2.26 antigen) (T1-alpha) (T1A) [Cleaved into: 29kDa cytosolic podoplanin intracellular domain (PICD)]	PDPN GP36 PSEC0003 PSEC0025	Homo sapiens (Human)	162
P52945	PDX1_HUMAN	reviewed	Pancreas/duodenum homeobox protein 1 (PDX-1) (Glucose-sensitive factor) (GSF) (Insulin promoter factor 1) (IPF-1) (Insulin upstream factor 1) (IUF-1) (Islet/duodenum homeobox-1) (IDX-1) (Somatostatin-transactivating factor 1) (STF-1)	PDX1 IPF1 STF1	Homo sapiens (Human)	283
Q5EBL8	PDZ11_HUMAN	reviewed	PDZ domain-containing protein 11 (ATPase-interacting PDZ protein) (Plasma membrane calcium ATPase-interacting single-PDZ protein) (PMCA-interacting single-PDZ protein)	PDZD11 AIPP1 PDZK11 PISP HSPC227 UNQ6486/PRO21335	Homo sapiens (Human)	140
Q5T2W1	NHRF3_HUMAN	reviewed	Na(+)/H(+) exchange regulatory cofactor NHE-RF3 (NHERF-3) (CFTR-associated protein of 70 kDa) (Na(+)/H(+) exchanger regulatory factor 3) (Na/Pi cotransporter C-terminal-associated protein 1) (NaPi-Cap1) (PDZ domain-containing protein 1) (Sodium-hydrogen exchanger regulatory factor 3)	PDZK1 CAP70 NHERF3 PDZD1	Homo sapiens (Human)	519
O15018	PDZD2_HUMAN	reviewed	PDZ domain-containing protein 2 (Activated in prostate cancer protein) (PDZ domain-containing protein 3) [Cleaved into: Processed PDZ domain-containing protein 2]	PDZD2 AIPC KIAA0300 PDZK3	Homo sapiens (Human)	2839
P34995	PE2R1_HUMAN	reviewed	Prostaglandin E2 receptor EP1 subtype (PGE receptor EP1 subtype) (PGE2 receptor EP1 subtype) (Prostanoid EP1 receptor)	PTGER1	Homo sapiens (Human)	402
P43116	PE2R2_HUMAN	reviewed	Prostaglandin E2 receptor EP2 subtype (PGE receptor EP2 subtype) (PGE2 receptor EP2 subtype) (Prostanoid EP2 receptor)	PTGER2	Homo sapiens (Human)	358
Q15121	PEA15_HUMAN	reviewed	Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes) (Phosphoprotein enriched in diabetes) (PED)	PEA15	Homo sapiens (Human)	130
P30086	PEBP1_HUMAN	reviewed	Phosphatidylethanolamine-binding protein 1 (PEBP-1) (HCNPpp) (Neuropolypeptide h3) (Prostatic-binding protein) (Raf kinase inhibitor protein) (RKIP) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)]	PEBP1 PBP PEBP	Homo sapiens (Human)	187
P16284	PECA1_HUMAN	reviewed	Platelet endothelial cell adhesion molecule (PECAM-1) (EndoCAM) (GPIIA') (PECA1) (CD antigen CD31)	PECAM1	Homo sapiens (Human)	738
Q9UBV8	PEF1_HUMAN	reviewed	Peflin (PEF protein with a long N-terminal hydrophobic domain) (Penta-EF hand domain-containing protein 1)	PEF1 ABP32 UNQ1845/PRO3573	Homo sapiens (Human)	284
Q9GZU2	PEG3_HUMAN	reviewed	Paternally-expressed gene 3 protein (Zinc finger and SCAN domain-containing protein 24)	PEG3 KIAA0287 ZSCAN24	Homo sapiens (Human)	1588
Q9HAT8	PELI2_HUMAN	reviewed	E3 ubiquitin-protein ligase pellino homolog 2 (Pellino-2) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase pellino homolog 2)	PELI2	Homo sapiens (Human)	420
Q8IZL8	PELP1_HUMAN	reviewed	Proline-, glutamic acid- and leucine-rich protein 1 (Modulator of non-genomic activity of estrogen receptor) (Transcription factor HMX3)	PELP1 HMX3 MNAR	Homo sapiens (Human)	1130
Q9NZ42	PEN2_HUMAN	reviewed	Gamma-secretase subunit PEN-2 (Presenilin enhancer protein 2)	PSENEN PEN2 MDS033	Homo sapiens (Human)	101
O60437	PEPL_HUMAN	reviewed	Periplakin (190 kDa paraneoplastic pemphigus antigen) (195 kDa cornified envelope precursor protein)	PPL KIAA0568	Homo sapiens (Human)	1756
O15534	PER1_HUMAN	reviewed	Period circadian protein homolog 1 (hPER1) (Circadian clock protein PERIOD 1) (Circadian pacemaker protein Rigui)	PER1 KIAA0482 PER RIGUI	Homo sapiens (Human)	1290
O15055	PER2_HUMAN	reviewed	Period circadian protein homolog 2 (hPER2) (Circadian clock protein PERIOD 2)	PER2 KIAA0347	Homo sapiens (Human)	1255
O75420	GGYF1_HUMAN	reviewed	GRB10-interacting GYF protein 1 (PERQ amino acid-rich with GYF domain-containing protein 1)	GIGYF1 CDS2 PERQ1 PP3360	Homo sapiens (Human)	1035
Q6Y7W6	GGYF2_HUMAN	reviewed	GRB10-interacting GYF protein 2 (PERQ amino acid-rich with GYF domain-containing protein 2) (Trinucleotide repeat-containing gene 15 protein)	GIGYF2 KIAA0642 PERQ2 TNRC15	Homo sapiens (Human)	1299
P07202	PERT_HUMAN	reviewed	Thyroid peroxidase (TPO) (EC 1.11.1.8)	TPO	Homo sapiens (Human)	933
O60683	PEX10_HUMAN	reviewed	Peroxisome biogenesis factor 10 (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10) (RING finger protein 69)	PEX10 RNF69	Homo sapiens (Human)	326
O00623	PEX12_HUMAN	reviewed	Peroxisome assembly protein 12 (Peroxin-12) (Peroxisome assembly factor 3) (PAF-3)	PEX12 PAF3	Homo sapiens (Human)	359
Q92968	PEX13_HUMAN	reviewed	Peroxisomal membrane protein PEX13 (Peroxin-13)	PEX13	Homo sapiens (Human)	403
O75381	PEX14_HUMAN	reviewed	Peroxisomal membrane protein PEX14 (PTS1 receptor-docking protein) (Peroxin-14) (Peroxisomal membrane anchor protein PEX14)	PEX14	Homo sapiens (Human)	377
Q9Y5Y5	PEX16_HUMAN	reviewed	Peroxisomal membrane protein PEX16 (Peroxin-16) (Peroxisomal biogenesis factor 16)	PEX16	Homo sapiens (Human)	336
P40855	PEX19_HUMAN	reviewed	Peroxisomal biogenesis factor 19 (33 kDa housekeeping protein) (Peroxin-19) (Peroxisomal farnesylated protein)	PEX19 HK33 PXF OK/SW-cl.22	Homo sapiens (Human)	299
O43933	PEX1_HUMAN	reviewed	Peroxisome biogenesis factor 1 (Peroxin-1) (Peroxisome biogenesis disorder protein 1)	PEX1	Homo sapiens (Human)	1283
Q7Z412	PEX26_HUMAN	reviewed	Peroxisome assembly protein 26 (Peroxin-26)	PEX26	Homo sapiens (Human)	305
P28328	PEX2_HUMAN	reviewed	Peroxisome biogenesis factor 2 (35 kDa peroxisomal membrane protein) (Peroxin-2) (Peroxisomal membrane protein 3) (Peroxisome assembly factor 1) (PAF-1) (RING finger protein 72)	PEX2 PAF1 PMP3 PMP35 PXMP3 RNF72	Homo sapiens (Human)	305
P50542	PEX5_HUMAN	reviewed	Peroxisomal targeting signal 1 receptor (PTS1 receptor) (PTS1R) (PTS1-BP) (Peroxin-5) (Peroxisomal C-terminal targeting signal import receptor) (Peroxisome receptor 1)	PEX5 PXR1	Homo sapiens (Human)	639
O00628	PEX7_HUMAN	reviewed	Peroxisomal targeting signal 2 receptor (PTS2 receptor) (Peroxin-7)	PEX7 PTS2R	Homo sapiens (Human)	323
O60925	PFD1_HUMAN	reviewed	Prefoldin subunit 1	PFDN1 PFD1	Homo sapiens (Human)	122
Q9UHV9	PFD2_HUMAN	reviewed	Prefoldin subunit 2	PFDN2 PFD2 HSPC231	Homo sapiens (Human)	154
Q99471	PFD5_HUMAN	reviewed	Prefoldin subunit 5 (Myc modulator 1) (c-Myc-binding protein Mm-1)	PFDN5 MM1 PFD5	Homo sapiens (Human)	154
P49354	FNTA_HUMAN	reviewed	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha)	FNTA	Homo sapiens (Human)	379
P49356	FNTB_HUMAN	reviewed	Protein farnesyltransferase subunit beta (FTase-beta) (EC 2.5.1.58) (CAAX farnesyltransferase subunit beta) (Ras proteins prenyltransferase subunit beta)	FNTB	Homo sapiens (Human)	437
O94921	CDK14_HUMAN	reviewed	Cyclin-dependent kinase 14 (EC 2.7.11.22) (Cell division protein kinase 14) (Serine/threonine-protein kinase PFTAIRE-1) (hPFTAIRE1)	CDK14 KIAA0834 PFTK1	Homo sapiens (Human)	469
P18669	PGAM1_HUMAN	reviewed	Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)	PGAM1 PGAMA CDABP0006	Homo sapiens (Human)	254
P98160	PGBM_HUMAN	reviewed	Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide]	HSPG2	Homo sapiens (Human)	4391
Q9H7Z7	PGES2_HUMAN	reviewed	Prostaglandin E synthase 2 (Membrane-associated prostaglandin E synthase-2) (mPGE synthase-2) (Microsomal prostaglandin E synthase 2) (mPGES-2) (Prostaglandin-H(2) E-isomerase) (EC 5.3.99.3) [Cleaved into: Prostaglandin E synthase 2 truncated form]	PTGES2 C9orf15 PGES2	Homo sapiens (Human)	377
P16234	PGFRA_HUMAN	reviewed	Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (CD140a antigen) (Platelet-derived growth factor alpha receptor) (Platelet-derived growth factor receptor 2) (PDGFR-2) (CD antigen CD140a)	PDGFRA PDGFR2 RHEPDGFRA	Homo sapiens (Human)	1089
P09619	PGFRB_HUMAN	reviewed	Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b)	PDGFRB PDGFR PDGFR1	Homo sapiens (Human)	1106
P00558	PGK1_HUMAN	reviewed	Phosphoglycerate kinase 1 (EC 2.7.2.3) (Cell migration-inducing gene 10 protein) (Primer recognition protein 2) (PRP 2)	PGK1 PGKA MIG10 OK/SW-cl.110	Homo sapiens (Human)	417
P21810	PGS1_HUMAN	reviewed	Biglycan (Bone/cartilage proteoglycan I) (PG-S1)	BGN SLRR1A	Homo sapiens (Human)	368
P07585	PGS2_HUMAN	reviewed	Decorin (Bone proteoglycan II) (PG-S2) (PG40)	DCN SLRR1B	Homo sapiens (Human)	359
P53611	PGTB2_HUMAN	reviewed	Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit beta) (GGTase-II-beta) (Rab geranyl-geranyltransferase subunit beta) (Rab GG transferase beta) (Rab GGTase beta) (Rab geranylgeranyltransferase subunit beta) (Type II protein geranyl-geranyltransferase subunit beta)	RABGGTB GGTB	Homo sapiens (Human)	331
Q9C0D0	PHAR1_HUMAN	reviewed	Phosphatase and actin regulator 1	PHACTR1 KIAA1733 RPEL1	Homo sapiens (Human)	580
Q96KR7	PHAR3_HUMAN	reviewed	Phosphatase and actin regulator 3 (Scaffold-associated PP1-inhibiting protein) (Scapinin)	PHACTR3 C20orf101 SCAPIN1	Homo sapiens (Human)	559
Q99623	PHB2_HUMAN	reviewed	Prohibitin-2 (B-cell receptor-associated protein BAP37) (D-prohibitin) (Repressor of estrogen receptor activity)	PHB2 BAP REA	Homo sapiens (Human)	299
P35232	PHB_HUMAN	reviewed	Prohibitin	PHB PHB1	Homo sapiens (Human)	272
P78364	PHC1_HUMAN	reviewed	Polyhomeotic-like protein 1 (hPH1) (Early development regulatory protein 1)	PHC1 EDR1 PH1	Homo sapiens (Human)	1004
Q8IXK0	PHC2_HUMAN	reviewed	Polyhomeotic-like protein 2 (hPH2) (Early development regulatory protein 2)	PHC2 EDR2 PH2	Homo sapiens (Human)	858
Q96QT6	PHF12_HUMAN	reviewed	PHD finger protein 12 (PHD factor 1) (Pf1)	PHF12 KIAA1523	Homo sapiens (Human)	1004
O43189	PHF1_HUMAN	reviewed	PHD finger protein 1 (Protein PHF1) (hPHF1) (Polycomb-like protein 1) (hPCl1)	PHF1 PCL1	Homo sapiens (Human)	567
Q9BVI0	PHF20_HUMAN	reviewed	PHD finger protein 20 (Glioma-expressed antigen 2) (Hepatocellular carcinoma-associated antigen 58) (Novel zinc finger protein) (Transcription factor TZP)	PHF20 C20orf104 GLEA2 HCA58 NZF TZP	Homo sapiens (Human)	1012
Q7RTV0	PHF5A_HUMAN	reviewed	PHD finger-like domain-containing protein 5A (PHD finger-like domain protein 5A) (Splicing factor 3B-associated 14 kDa protein) (SF3b14b)	PHF5A	Homo sapiens (Human)	110
Q8WWQ0	PHIP_HUMAN	reviewed	PH-interacting protein (PHIP) (DDB1- and CUL4-associated factor 14) (IRS-1 PH domain-binding protein) (WD repeat-containing protein 11)	PHIP DCAF14 WDR11	Homo sapiens (Human)	1821
P15735	PHKG2_HUMAN	reviewed	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform (PHK-gamma-LT) (PHK-gamma-T) (EC 2.7.11.19) (PSK-C3) (Phosphorylase kinase subunit gamma-2)	PHKG2	Homo sapiens (Human)	406
Q8WV24	PHLA1_HUMAN	reviewed	Pleckstrin homology-like domain family A member 1 (Apoptosis-associated nuclear protein) (Proline- and glutamine-rich protein) (PQ-rich protein) (PQR protein) (Proline- and histidine-rich protein) (T-cell death-associated gene 51 protein)	PHLDA1 PHRIP TDAG51	Homo sapiens (Human)	401
Q86SQ0	PHLB2_HUMAN	reviewed	Pleckstrin homology-like domain family B member 2 (Protein LL5-beta)	PHLDB2 LL5B	Homo sapiens (Human)	1253
P20941	PHOS_HUMAN	reviewed	Phosducin (PHD) (33 kDa phototransducing protein) (Protein MEKA)	PDC	Homo sapiens (Human)	246
P61457	PHS_HUMAN	reviewed	Pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Dimerization cofactor of hepatocyte nuclear factor 1-alpha) (DCoH) (Dimerization cofactor of HNF1) (Phenylalanine hydroxylase-stimulating protein) (Pterin carbinolamine dehydratase) (PCD)	PCBD1 DCOH PCBD	Homo sapiens (Human)	104
Q92561	PHYIP_HUMAN	reviewed	Phytanoyl-CoA hydroxylase-interacting protein (Phytanoyl-CoA hydroxylase-associated protein 1) (PAHX-AP1) (PAHXAP1)	PHYHIP DYRK1AP3 KIAA0273	Homo sapiens (Human)	330
Q99570	PI3R4_HUMAN	reviewed	Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4) (EC 2.7.11.1) (PI3-kinase p150 subunit) (Phosphoinositide 3-kinase adaptor protein)	PIK3R4 VPS15	Homo sapiens (Human)	1358
Q8WYR1	PI3R5_HUMAN	reviewed	Phosphoinositide 3-kinase regulatory subunit 5 (PI3-kinase regulatory subunit 5) (PI3-kinase p101 subunit) (Phosphatidylinositol 4,5-bisphosphate 3-kinase regulatory subunit) (PtdIns-3-kinase regulatory subunit) (Protein FOAP-2) (PtdIns-3-kinase p101) (p101-PI3K)	PIK3R5	Homo sapiens (Human)	880
P48426	PI42A_HUMAN	reviewed	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-alpha) (Diphosphoinositide kinase 2-alpha) (PIP5KIII) (Phosphatidylinositol 5-phosphate 4-kinase type II alpha) (PI(5)P 4-kinase type II alpha) (PIP4KII-alpha) (PtdIns(4)P-5-kinase B isoform) (PtdIns(4)P-5-kinase C isoform) (PtdIns(5)P-4-kinase isoform 2-alpha)	PIP4K2A PIP5K2 PIP5K2A	Homo sapiens (Human)	406
Q8TBX8	PI42C_HUMAN	reviewed	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma (EC 2.7.1.149) (Phosphatidylinositol 5-phosphate 4-kinase type II gamma) (PI(5)P 4-kinase type II gamma) (PIP4KII-gamma)	PIP4K2C PIP5K2C	Homo sapiens (Human)	421
Q99755	PI51A_HUMAN	reviewed	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (PIP5K1-alpha) (PtdIns(4)P-5-kinase 1 alpha) (EC 2.7.1.68) (68 kDa type I phosphatidylinositol 4-phosphate 5-kinase alpha) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha)	PIP5K1A	Homo sapiens (Human)	562
