Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O60568	PLOD3_HUMAN	reviewed	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 [Includes: Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (EC 1.14.11.4) (Lysyl hydroxylase 3) (LH3); Procollagen glycosyltransferase (EC 2.4.1.50) (EC 2.4.1.66) (Galactosylhydroxylysine-glucosyltransferase) (Procollagen galactosyltransferase) (Procollagen glucosyltransferase)]	PLOD3	Homo sapiens (Human)	738
O43663	PRC1_HUMAN	reviewed	Protein regulator of cytokinesis 1	PRC1	Homo sapiens (Human)	620
O43395	PRPF3_HUMAN	reviewed	U4/U6 small nuclear ribonucleoprotein Prp3 (Pre-mRNA-splicing factor 3) (hPrp3) (U4/U6 snRNP 90 kDa protein)	PRPF3 HPRP3 PRP3	Homo sapiens (Human)	683
Q9HAF1	EAF6_HUMAN	reviewed	Chromatin modification-related protein MEAF6 (MYST/Esa1-associated factor 6) (Esa1-associated factor 6 homolog) (Protein EAF6 homolog) (hEAF6) (Sarcoma antigen NY-SAR-91)	MEAF6 C1orf149 CENP-28 EAF6	Homo sapiens (Human)	191
Q5JSN9	Q5JSN9_HUMAN		Deleted.			
Q5T0L3	SPT46_HUMAN	reviewed	Spermatogenesis-associated protein 46	SPATA46 C1orf111 HSD20	Homo sapiens (Human)	261
Q5TFE7	Q5TFE7_HUMAN		Deleted.			
Q5VYM4	Q5VYM4_HUMAN		Deleted.			
Q6B8I1	DS13A_HUMAN	reviewed	Dual specificity protein phosphatase 13 isoform A (DUSP13A) (EC 3.1.3.16) (EC 3.1.3.48) (Branching-enzyme interacting DSP) (Muscle-restricted DSP) (MDSP)	DUSP13 BEDP DUSP13A MDSP	Homo sapiens (Human)	188
Q6IPC8	Q6IPC8_HUMAN	unreviewed	C10orf18 protein (Fragment)	C10orf18	Homo sapiens (Human)	752
Q6NSJ4	Q6NSJ4_HUMAN		Deleted.			
Q8NE31	FA13C_HUMAN	reviewed	Protein FAM13C	FAM13C FAM13C1	Homo sapiens (Human)	585
Q6ZRI3	Q6ZRI3_HUMAN		Deleted.			
Q71SF7	Q71SF7_HUMAN	unreviewed	Endocrine transmitter regulatory protein		Homo sapiens (Human)	673
Q7L8L6	FAKD5_HUMAN	reviewed	FAST kinase domain-containing protein 5, mitochondrial	FASTKD5 KIAA1792	Homo sapiens (Human)	764
Q86TA5	Q86TA5_HUMAN	unreviewed	Uncharacterized protein DKFZp451L0319 (Fragment)	DKFZp451L0319	Homo sapiens (Human)	462
Q8IZ48	Q8IZ48_HUMAN	unreviewed	Fas (TNFRSF6) binding factor 1	FBF1	Homo sapiens (Human)	830
Q8N1I9	Q8N1I9_HUMAN		Deleted.			
Q8N7U5	Q8N7U5_HUMAN	unreviewed	cDNA FLJ40332 fis, clone TESTI2031760		Homo sapiens (Human)	437
Q8NEF3	CC112_HUMAN	reviewed	Coiled-coil domain-containing protein 112 (Mutated in bladder cancer protein 1)	CCDC112 MBC1	Homo sapiens (Human)	446
Q9H5Z6	F124B_HUMAN	reviewed	Protein FAM124B	FAM124B	Homo sapiens (Human)	455
Q8TBE5	Q8TBE5_HUMAN		Deleted.			
O60293	ZC3H1_HUMAN	reviewed	Zinc finger C3H1 domain-containing protein (Coiled-coil domain-containing protein 131) (Proline/serine-rich coiled-coil protein 2)	ZFC3H1 CCDC131 KIAA0546 PSRC2	Homo sapiens (Human)	1989
Q9NYK6	EURL_HUMAN	reviewed	Protein EURL homolog	EURL C21orf14 C21orf38 C21orf91 YG81	Homo sapiens (Human)	297
Q96BU6	Q96BU6_HUMAN	unreviewed	EXOC7 protein	EXOC7	Homo sapiens (Human)	237
O95391	SLU7_HUMAN	reviewed	Pre-mRNA-splicing factor SLU7 (hSlu7)	SLU7	Homo sapiens (Human)	586
Q96LL4	CH048_HUMAN	reviewed	Uncharacterized protein C8orf48	C8orf48	Homo sapiens (Human)	319
Q05D60	DEUP1_HUMAN	reviewed	Deuterosome assembly protein 1 (Coiled-coil domain-containing protein 67)	DEUP1 CCDC67	Homo sapiens (Human)	604
Q7Z3B3	KANL1_HUMAN	reviewed	KAT8 regulatory NSL complex subunit 1 (MLL1/MLL complex subunit KANSL1) (MSL1 homolog 1) (hMSL1v1) (NSL complex protein NSL1) (Non-specific lethal 1 homolog)	KANSL1 CENP-36 KIAA1267 MSL1V1 NSL1	Homo sapiens (Human)	1105
Q9BRJ6	CG050_HUMAN	reviewed	Uncharacterized protein C7orf50	C7orf50 FP15621	Homo sapiens (Human)	194
Q9H5V7	IKZF5_HUMAN	reviewed	Zinc finger protein Pegasus (Ikaros family zinc finger protein 5)	IKZF5 ZNFN1A5	Homo sapiens (Human)	419
Q9NXE8	CWC25_HUMAN	reviewed	Pre-mRNA-splicing factor CWC25 homolog (Coiled-coil domain-containing protein 49) (Spliceosome-associated protein homolog CWC25)	CWC25 CCDC49	Homo sapiens (Human)	425
Q9NYC6	Q9NYC6_HUMAN	unreviewed	Neuronal specific transcription factor DAT1		Homo sapiens (Human)	125
Q7L5A3	F214B_HUMAN	reviewed	Protein FAM214B	FAM214B KIAA1539	Homo sapiens (Human)	538
Q9UFG5	CS025_HUMAN	reviewed	UPF0449 protein C19orf25	C19orf25	Homo sapiens (Human)	118
Q96IZ5	RBM41_HUMAN	reviewed	RNA-binding protein 41 (RNA-binding motif protein 41)	RBM41	Homo sapiens (Human)	413
Q9Y580	RBM7_HUMAN	reviewed	RNA-binding protein 7 (RNA-binding motif protein 7)	RBM7	Homo sapiens (Human)	266
O76064	RNF8_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF8 (hRNF8) (EC 2.3.2.27) (RING finger protein 8) (RING-type E3 ubiquitin transferase RNF8)	RNF8 KIAA0646	Homo sapiens (Human)	485
Q9BWG6	SCNM1_HUMAN	reviewed	Sodium channel modifier 1	SCNM1	Homo sapiens (Human)	230
Q9C0A6	SETD5_HUMAN	reviewed	Histone-lysine N-methyltransferase SETD5 (EC 2.1.1.-) (EC 2.1.1.359) (SET domain-containing protein 5)	SETD5 KIAA1757	Homo sapiens (Human)	1442
Q12874	SF3A3_HUMAN	reviewed	Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)	SF3A3 SAP61	Homo sapiens (Human)	501
Q15475	SIX1_HUMAN	reviewed	Homeobox protein SIX1 (Sine oculis homeobox homolog 1)	SIX1	Homo sapiens (Human)	284
Q96GM5	SMRD1_HUMAN	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 (60 kDa BRG-1/Brm-associated factor subunit A) (BRG1-associated factor 60A) (BAF60A) (SWI/SNF complex 60 kDa subunit)	SMARCD1 BAF60A	Homo sapiens (Human)	515
Q96C24	SYTL4_HUMAN	reviewed	Synaptotagmin-like protein 4 (Exophilin-2) (Granuphilin)	SYTL4	Homo sapiens (Human)	671
Q9BT92	TCHP_HUMAN	reviewed	Trichoplein keratin filament-binding protein (Protein TCHP) (Mitochondrial protein with oncostatic activity) (Mitostatin) (Tumor suppressor protein)	TCHP	Homo sapiens (Human)	498
Q15561	TEAD4_HUMAN	reviewed	Transcriptional enhancer factor TEF-3 (TEA domain family member 4) (TEAD-4) (Transcription factor 13-like 1) (Transcription factor RTEF-1)	TEAD4 RTEF1 TCF13L1 TEF3	Homo sapiens (Human)	434
Q8N8B7	TEANC_HUMAN	reviewed	Transcription elongation factor A N-terminal and central domain-containing protein (TFIIS central domain-containing protein 1)	TCEANC	Homo sapiens (Human)	351
Q9BT49	THAP7_HUMAN	reviewed	THAP domain-containing protein 7	THAP7	Homo sapiens (Human)	309
P13805	TNNT1_HUMAN	reviewed	Troponin T, slow skeletal muscle (TnTs) (Slow skeletal muscle troponin T) (sTnT)	TNNT1 TNT	Homo sapiens (Human)	278
Q9UJ04	TSYL4_HUMAN	reviewed	Testis-specific Y-encoded-like protein 4 (TSPY-like protein 4)	TSPYL4 KIAA0721	Homo sapiens (Human)	414
Q96N46	TTC14_HUMAN	reviewed	Tetratricopeptide repeat protein 14 (TPR repeat protein 14)	TTC14 KIAA1980 UNQ5813/PRO19630	Homo sapiens (Human)	770
Q9NYH9	UTP6_HUMAN	reviewed	U3 small nucleolar RNA-associated protein 6 homolog (Hepatocellular carcinoma-associated antigen 66) (Multiple hat domains protein)	UTP6 C17orf40 HCA66 MHAT	Homo sapiens (Human)	597
Q15906	VPS72_HUMAN	reviewed	Vacuolar protein sorting-associated protein 72 homolog (Protein YL-1) (Transcription factor-like 1)	VPS72 TCFL1 YL1	Homo sapiens (Human)	364
O15062	ZBTB5_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 5	ZBTB5 KIAA0354	Homo sapiens (Human)	677
O95201	ZN205_HUMAN	reviewed	Zinc finger protein 205 (Zinc finger protein 210)	ZNF205 ZNF210	Homo sapiens (Human)	554
P0C7X2	ZN688_HUMAN	reviewed	Zinc finger protein 688	ZNF688	Homo sapiens (Human)	276
Q96H86	ZN764_HUMAN	reviewed	Zinc finger protein 764	ZNF764	Homo sapiens (Human)	408
Q9NR82	KCNQ5_HUMAN	reviewed	Potassium voltage-gated channel subfamily KQT member 5 (KQT-like 5) (Potassium channel subunit alpha KvLQT5) (Voltage-gated potassium channel subunit Kv7.5)	KCNQ5	Homo sapiens (Human)	932
O95613	PCNT_HUMAN	reviewed	Pericentrin (Kendrin) (Pericentrin-B)	PCNT KIAA0402 PCNT2	Homo sapiens (Human)	3336
Q5VXF1	Q5VXF1_HUMAN		Deleted.			
Q8TDR0	MIPT3_HUMAN	reviewed	TRAF3-interacting protein 1 (Interleukin-13 receptor alpha 1-binding protein 1) (Intraflagellar transport protein 54 homolog) (Microtubule-interacting protein associated with TRAF3) (MIP-T3)	TRAF3IP1 IFT54 MIPT3	Homo sapiens (Human)	691
Q02833	RASF7_HUMAN	reviewed	Ras association domain-containing protein 7 (HRAS1-related cluster protein 1)	RASSF7 C11orf13 HRC1	Homo sapiens (Human)	373
Q9H254	SPTN4_HUMAN	reviewed	Spectrin beta chain, non-erythrocytic 4 (Beta-IV spectrin) (Spectrin, non-erythroid beta chain 3)	SPTBN4 KIAA1642 SPTBN3	Homo sapiens (Human)	2564
Q8NF91	SYNE1_HUMAN	reviewed	Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1)	SYNE1 C6orf98 KIAA0796 KIAA1262 KIAA1756 MYNE1	Homo sapiens (Human)	8797
P23258	TBG1_HUMAN	reviewed	Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1)	TUBG1 TUBG	Homo sapiens (Human)	451
O00330	ODPX_HUMAN	reviewed	Pyruvate dehydrogenase protein X component, mitochondrial (Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex) (E3-binding protein) (E3BP) (Lipoyl-containing pyruvate dehydrogenase complex component X) (proX)	PDHX PDX1	Homo sapiens (Human)	501
Q9P2W3	GBG13_HUMAN	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13	GNG13	Homo sapiens (Human)	67
Q96PE1	AGRA2_HUMAN	reviewed	Adhesion G protein-coupled receptor A2 (G-protein coupled receptor 124) (Tumor endothelial marker 5)	ADGRA2 GPR124 KIAA1531 TEM5	Homo sapiens (Human)	1338
Q8IWK6	AGRA3_HUMAN	reviewed	Adhesion G protein-coupled receptor A3 (G-protein coupled receptor 125)	ADGRA3 GPR125 UNQ556/PRO1113	Homo sapiens (Human)	1321
Q9NQT8	KI13B_HUMAN	reviewed	Kinesin-like protein KIF13B (Kinesin-like protein GAKIN)	KIF13B GAKIN KIAA0639	Homo sapiens (Human)	1826
O60333	KIF1B_HUMAN	reviewed	Kinesin-like protein KIF1B (Klp)	KIF1B KIAA0591 KIAA1448	Homo sapiens (Human)	1816
Q9BTT6	LRRC1_HUMAN	reviewed	Leucine-rich repeat-containing protein 1 (LANO adapter protein) (LAP and no PDZ protein)	LRRC1 LANO	Homo sapiens (Human)	524
Q9C0C4	SEM4C_HUMAN	reviewed	Semaphorin-4C	SEMA4C KIAA1739 SEMAI UNQ5855/PRO34487	Homo sapiens (Human)	833
P23634	AT2B4_HUMAN	reviewed	Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4)	ATP2B4 ATP2B2 MXRA1	Homo sapiens (Human)	1241
Q9Y2T3	GUAD_HUMAN	reviewed	Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH) (p51-nedasin)	GDA KIAA1258	Homo sapiens (Human)	454
Q9NZ94	NLGN3_HUMAN	reviewed	Neuroligin-3 (Gliotactin homolog)	NLGN3 KIAA1480 NL3	Homo sapiens (Human)	848
Q9P021	CRIPT_HUMAN	reviewed	Cysteine-rich PDZ-binding protein (Cysteine-rich interactor of PDZ three) (Cysteine-rich interactor of PDZ3)	CRIPT HSPC139	Homo sapiens (Human)	101
Q96PV0	SYGP1_HUMAN	reviewed	Ras/Rap GTPase-activating protein SynGAP (Neuronal RasGAP) (Synaptic Ras GTPase-activating protein 1) (Synaptic Ras-GAP 1)	SYNGAP1 KIAA1938	Homo sapiens (Human)	1343
Q9Y698	CCG2_HUMAN	reviewed	Voltage-dependent calcium channel gamma-2 subunit (Neuronal voltage-gated calcium channel gamma-2 subunit) (Transmembrane AMPAR regulatory protein gamma-2) (TARP gamma-2)	CACNG2	Homo sapiens (Human)	323
Q8WXI2	CNKR2_HUMAN	reviewed	Connector enhancer of kinase suppressor of ras 2 (Connector enhancer of KSR 2) (CNK homolog protein 2) (CNK2)	CNKSR2 CNK2 KIAA0902 KSR2	Homo sapiens (Human)	1034
O14578	CTRO_HUMAN	reviewed	Citron Rho-interacting kinase (CRIK) (EC 2.7.11.1) (Serine/threonine-protein kinase 21)	CIT CRIK KIAA0949 STK21	Homo sapiens (Human)	2027
Q9P1A6	DLGP2_HUMAN	reviewed	Disks large-associated protein 2 (DAP-2) (PSD-95/SAP90-binding protein 2) (SAP90/PSD-95-associated protein 2) (SAPAP2)	DLGAP2 C8orf68 DAP2 ERICH1-AS1	Homo sapiens (Human)	1054
Q9Y2H0	DLGP4_HUMAN	reviewed	Disks large-associated protein 4 (DAP-4) (PSD-95/SAP90-binding protein 4) (SAP90/PSD-95-associated protein 4) (SAPAP-4)	DLGAP4 DAP4 KIAA0964 SAPAP4	Homo sapiens (Human)	992
Q9UP38	FZD1_HUMAN	reviewed	Frizzled-1 (Fz-1) (hFz1) (FzE1)	FZD1	Homo sapiens (Human)	647
Q9ULV1	FZD4_HUMAN	reviewed	Frizzled-4 (Fz-4) (hFz4) (FzE4) (CD antigen CD344)	FZD4	Homo sapiens (Human)	537
P78552	I13R1_HUMAN	reviewed	Interleukin-13 receptor subunit alpha-1 (IL-13 receptor subunit alpha-1) (IL-13R subunit alpha-1) (IL-13R-alpha-1) (IL-13RA1) (Cancer/testis antigen 19) (CT19) (CD antigen CD213a1)	IL13RA1 IL13R IL13RA	Homo sapiens (Human)	427
P63252	KCNJ2_HUMAN	reviewed	Inward rectifier potassium channel 2 (Cardiac inward rectifier potassium channel) (Inward rectifier K(+) channel Kir2.1) (IRK-1) (hIRK1) (Potassium channel, inwardly rectifying subfamily J member 2)	KCNJ2 IRK1	Homo sapiens (Human)	427
P48050	KCNJ4_HUMAN	reviewed	Inward rectifier potassium channel 4 (HIRK2) (HRK1) (Hippocampal inward rectifier) (HIR) (Inward rectifier K(+) channel Kir2.3) (IRK-3) (Potassium channel, inwardly rectifying subfamily J member 4)	KCNJ4 IRK3	Homo sapiens (Human)	445
Q14114	LRP8_HUMAN	reviewed	Low-density lipoprotein receptor-related protein 8 (LRP-8) (Apolipoprotein E receptor 2)	LRP8 APOER2	Homo sapiens (Human)	963
P15529	MCP_HUMAN	reviewed	Membrane cofactor protein (TLX) (Trophoblast leukocyte common antigen) (CD antigen CD46)	CD46 MCP MIC10	Homo sapiens (Human)	392
Q8N2Q7	NLGN1_HUMAN	reviewed	Neuroligin-1	NLGN1 KIAA1070	Homo sapiens (Human)	863
Q8NFZ4	NLGN2_HUMAN	reviewed	Neuroligin-2	NLGN2 KIAA1366	Homo sapiens (Human)	835
O60391	NMD3B_HUMAN	reviewed	Glutamate receptor ionotropic, NMDA 3B (GluN3B) (N-methyl-D-aspartate receptor subtype 3B) (NMDAR3B) (NR3B)	GRIN3B	Homo sapiens (Human)	1043
Q12879	NMDE1_HUMAN	reviewed	Glutamate receptor ionotropic, NMDA 2A (GluN2A) (Glutamate [NMDA] receptor subunit epsilon-1) (N-methyl D-aspartate receptor subtype 2A) (NMDAR2A) (NR2A) (hNR2A)	GRIN2A NMDAR2A	Homo sapiens (Human)	1464
P23470	PTPRG_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase gamma (Protein-tyrosine phosphatase gamma) (R-PTP-gamma) (EC 3.1.3.48)	PTPRG PTPG	Homo sapiens (Human)	1445
Q9UHB4	NDOR1_HUMAN	reviewed	NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase) (Novel reductase 1)	NDOR1 NR1	Homo sapiens (Human)	597
O95754	SEM4F_HUMAN	reviewed	Semaphorin-4F (Semaphorin-M) (Sema M) (Semaphorin-W) (Sema W)	SEMA4F SEMAM SEMAW	Homo sapiens (Human)	770
P22001	KCNA3_HUMAN	reviewed	Potassium voltage-gated channel subfamily A member 3 (HGK5) (HLK3) (HPCN3) (Voltage-gated K(+) channel HuKIII) (Voltage-gated potassium channel subunit Kv1.3)	KCNA3 HGK5	Homo sapiens (Human)	575
P82930	RT34_HUMAN	reviewed	28S ribosomal protein S34, mitochondrial (MRP-S34) (S34mt) (Mitochondrial small ribosomal subunit protein mS34)	MRPS34	Homo sapiens (Human)	218
P17098	ZNF8_HUMAN	reviewed	Zinc finger protein 8 (Zinc finger protein HF.18)	ZNF8	Homo sapiens (Human)	575
O14672	ADA10_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)	ADAM10 KUZ MADM	Homo sapiens (Human)	748
O00587	MFNG_HUMAN	reviewed	Beta-1,3-N-acetylglucosaminyltransferase manic fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)	MFNG	Homo sapiens (Human)	321
Q04721	NOTC2_HUMAN	reviewed	Neurogenic locus notch homolog protein 2 (Notch 2) (hN2) [Cleaved into: Notch 2 extracellular truncation (N2ECD); Notch 2 intracellular domain (N2ICD)]	NOTCH2	Homo sapiens (Human)	2471
Q9UM47	NOTC3_HUMAN	reviewed	Neurogenic locus notch homolog protein 3 (Notch 3) [Cleaved into: Notch 3 extracellular truncation; Notch 3 intracellular domain]	NOTCH3	Homo sapiens (Human)	2321
Q9BZB8	CPEB1_HUMAN	reviewed	Cytoplasmic polyadenylation element-binding protein 1 (CPE-BP1) (CPE-binding protein 1) (h-CPEB) (hCPEB-1)	CPEB1 CPEB	Homo sapiens (Human)	566
O15457	MSH4_HUMAN	reviewed	MutS protein homolog 4 (hMSH4)	MSH4	Homo sapiens (Human)	936
Q9NY99	SNTG2_HUMAN	reviewed	Gamma-2-syntrophin (G2SYN) (Syntrophin-5) (SYN5)	SNTG2	Homo sapiens (Human)	539
Q5TD97	FHL5_HUMAN	reviewed	Four and a half LIM domains protein 5 (FHL-5) (Activator of cAMP-responsive element modulator in testis) (Activator of CREM in testis)	FHL5 ACT	Homo sapiens (Human)	284
O15354	GPR37_HUMAN	reviewed	Prosaposin receptor GPR37 (Endothelin B receptor-like protein 1) (ETBR-LP-1) (G-protein coupled receptor 37) (Parkin-associated endothelin receptor-like receptor) (PAELR)	GPR37	Homo sapiens (Human)	613
Q9Y333	LSM2_HUMAN	reviewed	U6 snRNA-associated Sm-like protein LSm2 (Protein G7b) (Small nuclear ribonuclear protein D homolog) (snRNP core Sm-like protein Sm-x5)	LSM2 C6orf28 G7B	Homo sapiens (Human)	95
O95997	PTTG1_HUMAN	reviewed	Securin (Esp1-associated protein) (Pituitary tumor-transforming gene 1 protein) (Tumor-transforming protein 1) (hPTTG)	PTTG1 EAP1 PTTG TUTR1	Homo sapiens (Human)	202
P01579	IFNG_HUMAN	reviewed	Interferon gamma (IFN-gamma) (Immune interferon)	IFNG	Homo sapiens (Human)	166
Q96AQ9	F131C_HUMAN	reviewed	Protein FAM131C	FAM131C C1orf117	Homo sapiens (Human)	280
Q969K3	RNF34_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF34 (EC 2.3.2.27) (Caspase regulator CARP1) (Caspases-8 and -10-associated RING finger protein 1) (CARP-1) (FYVE-RING finger protein Momo) (Human RING finger homologous to inhibitor of apoptosis protein) (hRFI) (RING finger protein 34) (RING finger protein RIFF) (RING-type E3 ubiquitin transferase RNF34)	RNF34	Homo sapiens (Human)	372
O15209	ZBT22_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 22 (Protein BING1) (Zinc finger and BTB domain-containing protein 22A) (Zinc finger protein 297)	ZBTB22 BING1 ZBTB22A ZNF297	Homo sapiens (Human)	634
Q01484	ANK2_HUMAN	reviewed	Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin)	ANK2 ANKB	Homo sapiens (Human)	3957
Q9UNE7	CHIP_HUMAN	reviewed	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Antigen NY-CO-7) (CLL-associated antigen KW-8) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)	STUB1 CHIP PP1131	Homo sapiens (Human)	303
P35372	OPRM_HUMAN	reviewed	Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP)	OPRM1 MOR1	Homo sapiens (Human)	400
O95907	MOT3_HUMAN	reviewed	Monocarboxylate transporter 3 (MCT 3) (Solute carrier family 16 member 8)	SLC16A8 MCT3	Homo sapiens (Human)	504
Q86VL0	Q86VL0_HUMAN	unreviewed	TCEA2 protein (Transcription elongation factor A (SII), 2, isoform CRA_b) (Transcription elongation factor A protein 2)	TCEA2 hCG_2021465	Homo sapiens (Human)	242
Q16658	FSCN1_HUMAN	reviewed	Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55)	FSCN1 FAN1 HSN SNL	Homo sapiens (Human)	493
Q969G6	RIFK_HUMAN	reviewed	Riboflavin kinase (EC 2.7.1.26) (ATP:riboflavin 5'-phosphotransferase) (Flavokinase)	RFK	Homo sapiens (Human)	155
P80294	MT1H_HUMAN	reviewed	Metallothionein-1H (MT-1H) (Metallothionein-0) (MT-0) (Metallothionein-IH) (MT-IH)	MT1H	Homo sapiens (Human)	61
O43422	P52K_HUMAN	reviewed	52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12)	THAP12 DAP4 P52RIPK PRKRIR THAP0	Homo sapiens (Human)	761
Q96FI4	NEIL1_HUMAN	reviewed	Endonuclease 8-like 1 (EC 3.2.2.-) (EC 4.2.99.18) (DNA glycosylase/AP lyase Neil1) (DNA-(apurinic or apyrimidinic site) lyase Neil1) (Endonuclease VIII-like 1) (FPG1) (Nei homolog 1) (NEH1) (Nei-like protein 1)	NEIL1	Homo sapiens (Human)	390
Q9H9Q4	NHEJ1_HUMAN	reviewed	Non-homologous end-joining factor 1 (Protein cernunnos) (XRCC4-like factor)	NHEJ1 XLF	Homo sapiens (Human)	299
O95347	SMC2_HUMAN	reviewed	Structural maintenance of chromosomes protein 2 (SMC protein 2) (SMC-2) (Chromosome-associated protein E) (hCAP-E) (XCAP-E homolog)	SMC2 CAPE SMC2L1 PRO0324	Homo sapiens (Human)	1197
Q8NC36	Q8NC36_HUMAN		Deleted.			
Q9NTG7	SIR3_HUMAN	reviewed	NAD-dependent protein deacetylase sirtuin-3, mitochondrial (hSIRT3) (EC 2.3.1.286) (Regulatory protein SIR2 homolog 3) (SIR2-like protein 3)	SIRT3 SIR2L3	Homo sapiens (Human)	399
Q9UBC3	DNM3B_HUMAN	reviewed	DNA (cytosine-5)-methyltransferase 3B (Dnmt3b) (EC 2.1.1.37) (DNA methyltransferase HsaIIIB) (DNA MTase HsaIIIB) (M.HsaIIIB)	DNMT3B	Homo sapiens (Human)	853
Q9UJW3	DNM3L_HUMAN	reviewed	DNA (cytosine-5)-methyltransferase 3-like	DNMT3L	Homo sapiens (Human)	386
O75928	PIAS2_HUMAN	reviewed	E3 SUMO-protein ligase PIAS2 (EC 2.3.2.-) (Androgen receptor-interacting protein 3) (ARIP3) (DAB2-interacting protein) (DIP) (E3 SUMO-protein transferase PIAS2) (Msx-interacting zinc finger protein) (Miz1) (PIAS-NY protein) (Protein inhibitor of activated STAT x) (Protein inhibitor of activated STAT2)	PIAS2 PIASX	Homo sapiens (Human)	621
Q99592	ZBT18_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 18 (58 kDa repressor protein) (Transcriptional repressor RP58) (Translin-associated zinc finger protein 1) (TAZ-1) (Zinc finger protein 238) (Zinc finger protein C2H2-171)	ZBTB18 RP58 TAZ1 ZNF238	Homo sapiens (Human)	522
Q9UHA3	RLP24_HUMAN	reviewed	Probable ribosome biogenesis protein RLP24 (Ribosomal L24 domain-containing protein 1) (Ribosomal protein L24-like)	RSL24D1 C15orf15 RPL24L My024	Homo sapiens (Human)	163
Q92722	Q92722_HUMAN		Deleted.			
O14795	UN13B_HUMAN	reviewed	Protein unc-13 homolog B (Munc13-2) (munc13)	UNC13B UNC13	Homo sapiens (Human)	1591
Q92556	ELMO1_HUMAN	reviewed	Engulfment and cell motility protein 1 (Protein ced-12 homolog)	ELMO1 KIAA0281	Homo sapiens (Human)	727
Q9H4E5	RHOJ_HUMAN	reviewed	Rho-related GTP-binding protein RhoJ (Ras-like protein family member 7B) (Tc10-like GTP-binding protein)	RHOJ ARHJ RASL7B RHOI TCL	Homo sapiens (Human)	214
P41240	CSK_HUMAN	reviewed	Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase) (Protein-tyrosine kinase CYL)	CSK	Homo sapiens (Human)	450
Q14254	FLOT2_HUMAN	reviewed	Flotillin-2 (Epidermal surface antigen) (ESA) (Membrane component chromosome 17 surface marker 1)	FLOT2 ESA1 M17S1	Homo sapiens (Human)	428
P55197	AF10_HUMAN	reviewed	Protein AF-10 (ALL1-fused gene from chromosome 10 protein)	MLLT10 AF10	Homo sapiens (Human)	1068
Q8NEU8	DP13B_HUMAN	reviewed	DCC-interacting protein 13-beta (Dip13-beta) (Adapter protein containing PH domain, PTB domain and leucine zipper motif 2)	APPL2 DIP13B	Homo sapiens (Human)	664
